PresentId,Dimension1,Dimension2,Dimension3
3215,163,157,190
3216,9,34,99
3217,29,31,69
3218,33,38,50
3219,43,22,28
3220,9,4,3
3221,7,4,4
3222,27,39,93
3223,32,45,75
3224,4,10,5
3225,127,101,198
3226,14,20,62
3227,29,10,47
3228,18,41,58
3229,41,25,63
3230,15,52,46
3231,39,53,18
3232,10,17,24
3233,6,38,19
3234,32,38,56
3235,184,101,118
3236,7,3,5
3237,66,43,8
3238,32,59,38
3239,10,5,8
3240,61,38,7
3241,158,206,93
3242,2,9,8
3243,111,187,158
3244,77,199,71
3245,7,58,52
3246,30,41,70
3247,24,38,54
3248,245,143,82
3249,12,21,55
3250,220,146,151
3251,23,41,89
3252,4,8,4
3253,208,158,207
3254,214,93,185
3255,155,216,122
3256,15,44,76
3257,187,157,209
3258,247,246,165
3259,19,21,91
3260,229,144,86
3261,186,228,203
3262,27,10,10
3263,206,67,197
3264,29,11,36
3265,62,58,7
3266,7,7,2
3267,8,8,3
3268,10,7,7
3269,28,55,18
3270,19,18,31
3271,14,42,39
3272,43,41,15
3273,14,33,44
3274,104,175,139
3275,192,131,149
3276,139,71,172
3277,17,21,63
3278,10,8,5
3279,187,100,125
3280,57,24,32
3281,38,49,46
3282,36,42,15
3283,103,137,146
3284,10,5,5
3285,12,63,25
3286,62,15,32
3287,69,68,78
3288,40,70,24
3289,2,9,7
3290,7,9,10
3291,33,43,92
3292,9,7,8
3293,30,14,38
3294,102,112,76
3295,6,14,88
3296,44,33,78
3297,66,19,60
3298,5,2,5
3299,4,9,9
3300,6,4,4
3301,10,24,26
3302,92,150,99
3303,5,9,2
3304,100,153,235
3305,204,206,125
3306,25,40,17
3307,64,37,43
3308,78,241,215
3309,21,33,14
3310,187,136,156
3311,43,32,24
3312,26,8,53
3313,6,6,2
3314,66,38,12
3315,110,250,218
3316,248,110,80
3317,8,8,35
3318,11,17,7
3319,108,90,160
3320,28,31,89
3321,40,5,54
3322,2,10,3
3323,47,30,26
3324,133,71,154
3325,6,2,5
3326,43,14,65
3327,5,10,4
3328,207,218,219
3329,91,182,113
3330,8,7,5
3331,84,243,184
3332,230,237,218
3333,12,17,24
3334,64,25,28
3335,61,16,61
3336,2,5,8
3337,6,38,45
3338,5,11,35
3339,43,37,96
3340,203,222,238
3341,29,41,69
3342,34,36,13
3343,45,6,3
3344,3,5,2
3345,59,39,22
3346,185,98,243
3347,234,181,162
3348,7,10,4
3349,16,7,51
3350,156,126,85
3351,7,4,9
3352,232,166,122
3353,2,3,6
3354,44,62,54
3355,14,5,68
3356,132,231,244
3357,20,32,19
3358,168,90,202
3359,34,14,95
3360,92,236,72
3361,44,5,47
3362,19,28,37
3363,233,224,92
3364,136,113,132
3365,176,250,230
3366,199,120,104
3367,10,36,4
3368,39,39,18
3369,7,40,43
3370,69,36,38
3371,22,12,39
3372,13,43,64
3373,44,22,77
3374,11,10,58
3375,4,4,3
3376,78,202,204
3377,18,18,43
3378,167,225,125
3379,32,8,64
3380,225,185,194
3381,24,34,39
3382,204,121,85
3383,63,16,7
3384,132,171,196
3385,214,162,77
3386,182,196,168
3387,26,25,5
3388,10,9,6
3389,47,16,68
3390,16,14,58
3391,224,99,235
3392,61,67,43
3393,10,10,4
3394,59,8,34
3395,38,18,56
3396,12,13,8
3397,19,44,74
3398,230,209,185
3399,201,154,99
3400,10,6,7
3401,28,29,41
3402,149,74,194
3403,27,33,92
3404,10,41,32
3405,26,35,22
3406,45,30,41
3407,19,17,57
3408,37,30,70
3409,61,52,5
3410,29,6,11
3411,162,111,155
3412,118,248,246
3413,168,120,109
3414,21,22,82
3415,239,76,83
3416,7,9,4
3417,66,76,196
3418,29,10,94
3419,103,236,136
3420,10,16,68
3421,9,5,2
3422,2,9,8
3423,214,163,72
3424,140,223,163
3425,51,14,22
3426,37,26,21
3427,162,226,192
3428,114,69,233
3429,5,7,6
3430,6,8,8
3431,23,67,16
3432,82,189,196
3433,246,168,189
3434,186,216,165
3435,184,134,228
3436,12,23,64
3437,13,8,25
3438,132,168,245
3439,39,39,39
3440,171,112,74
3441,51,36,6
3442,63,70,9
3443,80,108,133
3444,2,8,9
3445,2,4,3
3446,6,9,9
3447,44,15,15
3448,64,59,20
3449,19,42,54
3450,17,12,60
3451,243,215,80
3452,199,170,221
3453,37,34,24
3454,7,9,2
3455,8,3,3
3456,25,45,14
3457,24,28,64
3458,34,21,32
3459,11,19,98
3460,124,236,124
3461,8,5,4
3462,36,34,93
3463,10,44,3
3464,39,34,36
3465,4,3,3
3466,10,4,4
3467,6,14,24
3468,71,109,201
3469,8,8,4
3470,63,45,31
3471,12,36,46
3472,9,3,5
3473,173,224,167
3474,10,3,7
3475,15,27,65
3476,57,36,38
3477,30,5,55
3478,56,38,54
3479,14,23,33
3480,2,6,10
3481,27,27,21
3482,41,28,17
3483,2,5,6
3484,16,24,33
3485,23,41,36
3486,83,229,216
3487,114,84,188
3488,10,2,6
3489,9,5,25
3490,121,142,228
3491,26,25,34
3492,2,7,6
3493,46,62,24
3494,34,28,53
3495,45,29,49
3496,68,233,150
3497,204,200,233
3498,47,7,24
3499,48,6,5
3500,2,9,9
3501,8,3,2
3502,8,7,10
3503,10,3,3
3504,7,5,7
3505,209,92,162
3506,10,6,4
3507,45,53,36
3508,18,19,55
3509,198,135,229
3510,21,31,22
3511,12,33,45
3512,4,9,8
3513,229,247,93
3514,8,64,49
3515,193,108,110
3516,6,3,5
3517,8,7,2
3518,62,56,27
3519,249,146,171
3520,11,8,58
3521,56,42,64
3522,7,10,2
3523,4,7,2
3524,9,3,7
3525,18,51,64
3526,2,7,2
3527,15,65,68
3528,5,40,54
3529,28,25,27
3530,59,50,54
3531,6,5,3
3532,32,63,25
3533,20,18,9
3534,6,4,5
3535,19,61,18
3536,4,2,4
3537,7,8,4
3538,7,9,10
3539,65,40,54
3540,6,10,5
3541,140,166,73
3542,141,104,210
3543,3,3,3
3544,58,11,16
3545,81,133,199
3546,8,10,5
3547,8,5,3
3548,236,216,141
3549,23,66,22
3550,4,5,10
3551,30,25,29
3552,31,36,19
3553,18,42,92
3554,11,68,41
3555,149,135,229
3556,175,95,142
3557,5,10,5
3558,3,4,7
3559,33,20,47
3560,12,6,34
3561,9,4,8
3562,40,58,49
3563,7,3,9
3564,228,120,73
3565,42,15,37
3566,3,5,8
3567,150,245,77
3568,198,179,142
3569,8,2,10
3570,3,5,7
3571,126,215,71
3572,124,247,78
3573,67,19,37
3574,9,8,4
3575,231,157,199
3576,32,36,25
3577,13,24,37
3578,45,21,30
3579,31,45,60
3580,95,91,112
3581,34,33,22
3582,7,10,4
3583,8,37,13
3584,34,31,13
3585,148,89,213
3586,50,50,16
3587,45,17,74
3588,50,43,19
3589,13,15,62
3590,18,25,96
3591,134,163,160
3592,9,8,9
3593,103,97,102
3594,244,129,91
3595,124,223,159
3596,3,9,4
3597,34,64,48
3598,23,13,49
3599,2,10,5
3600,54,10,68
3601,18,69,8
3602,17,16,47
3603,134,159,249
3604,24,16,36
3605,16,8,43
3606,8,4,9
3607,8,23,19
3608,9,29,26
3609,158,138,236
3610,2,2,6
3611,5,4,5
3612,159,195,203
3613,44,36,63
3614,8,7,3
3615,35,6,9
3616,36,32,36
3617,14,30,95
3618,2,9,9
3619,16,19,41
3620,10,5,3
3621,99,84,182
3622,34,25,51
3623,155,147,200
3624,13,42,37
3625,9,3,2
3626,136,180,106
3627,10,3,5
3628,4,8,9
3629,7,5,2
3630,37,9,55
3631,31,28,78
3632,8,44,99
3633,37,39,8
3634,43,56,35
3635,216,103,79
3636,8,10,3
3637,37,40,58
3638,10,9,4
3639,17,6,98
3640,173,213,226
3641,41,64,29
3642,120,178,147
3643,2,8,6
3644,158,166,82
3645,11,10,26
3646,4,2,9
3647,38,27,65
3648,250,197,104
3649,116,109,145
3650,60,30,29
3651,115,157,76
3652,49,18,50
3653,31,55,46
3654,9,8,3
3655,35,24,86
3656,10,3,8
3657,4,3,8
3658,8,3,6
3659,46,25,24
3660,20,18,75
3661,25,18,59
3662,14,15,90
3663,9,8,10
3664,71,161,172
3665,8,5,5
3666,2,10,4
3667,120,132,203
3668,5,9,8
3669,70,5,22
3670,19,26,49
3671,5,5,4
3672,10,6,19
3673,8,5,9
3674,194,126,106
3675,18,34,53
3676,180,170,131
3677,116,247,241
3678,6,9,8
3679,25,14,35
3680,32,17,54
3681,27,70,30
3682,3,9,5
3683,221,211,192
3684,60,66,51
3685,2,8,10
3686,21,37,82
3687,6,25,25
3688,29,33,62
3689,23,18,5
3690,178,177,224
3691,14,24,82
3692,37,7,30
3693,5,3,7
3694,4,3,8
3695,7,3,2
3696,15,11,8
3697,6,9,7
3698,5,8,7
3699,185,178,230
3700,61,58,51
3701,236,89,110
3702,148,162,125
3703,30,36,71
3704,236,220,126
3705,108,168,121
3706,8,28,5
3707,137,141,101
3708,2,6,3
3709,51,45,12
3710,7,4,2
3711,8,10,9
3712,21,38,90
3713,10,2,9
3714,6,42,58
3715,5,3,6
3716,236,224,247
3717,53,68,21
3718,18,20,88
3719,14,12,26
3720,50,14,57
3721,246,233,111
3722,5,4,7
3723,10,10,4
3724,9,4,9
3725,31,21,47
3726,46,15,59
3727,182,228,238
3728,10,15,57
3729,40,36,94
3730,8,39,10
3731,226,218,215
3732,5,5,9
3733,68,27,34
3734,83,168,89
3735,3,8,7
3736,40,28,100
3737,35,36,88
3738,2,2,6
3739,218,237,244
3740,35,60,13
3741,93,142,239
3742,46,21,45
3743,10,9,5
3744,37,18,100
3745,3,10,6
3746,52,33,56
3747,34,20,21
3748,5,3,5
3749,46,66,38
3750,57,32,65
3751,55,57,63
3752,91,103,215
3753,9,31,13
3754,245,94,100
3755,7,9,39
3756,215,106,129
3757,4,3,9
3758,163,142,76
3759,40,14,35
3760,39,6,15
3761,242,103,101
3762,32,22,67
3763,56,42,37
3764,109,141,98
3765,10,32,12
3766,54,31,21
3767,33,20,56
3768,128,68,234
3769,43,43,77
3770,28,42,49
3771,14,33,57
3772,233,174,101
3773,229,70,148
3774,59,15,43
3775,50,47,30
3776,9,4,5
3777,6,5,6
3778,32,30,39
3779,5,2,2
3780,9,10,3
3781,30,24,65
3782,21,9,96
3783,147,247,72
3784,65,46,41
3785,6,8,7
3786,2,2,5
3787,8,39,70
3788,12,7,91
3789,7,3,4
3790,18,34,45
3791,96,154,120
3792,66,62,8
3793,57,47,14
3794,35,15,89
3795,5,6,6
3796,225,151,202
3797,208,210,67
3798,32,9,45
3799,3,9,8
3800,4,6,3
3801,32,39,4
3802,9,10,4
3803,39,33,10
3804,4,2,9
3805,12,13,93
3806,3,4,9
3807,5,2,10
3808,37,34,53
3809,71,103,95
3810,4,6,10
3811,244,238,244
3812,41,31,35
3813,34,40,93
3814,36,26,38
3815,11,39,66
3816,31,55,70
3817,48,54,49
3818,27,44,41
3819,17,6,46
3820,64,37,56
3821,2,2,2
3822,2,8,3
3823,5,10,3
3824,55,23,67
3825,22,43,29
3826,215,133,221
3827,43,9,42
3828,237,244,182
3829,109,247,105
3830,6,9,6
3831,24,6,56
3832,231,221,188
3833,199,152,144
3834,94,189,212
3835,23,19,94
3836,174,248,248
3837,243,114,130
3838,5,9,10
3839,30,8,19
3840,166,154,249
3841,7,8,5
3842,108,162,213
3843,8,6,5
3844,27,66,64
3845,9,4,6
3846,56,48,37
3847,229,134,176
3848,56,65,6
3849,28,26,31
3850,7,2,5
3851,132,140,117
3852,24,8,71
3853,2,9,2
3854,33,37,25
3855,48,70,20
3856,32,20,31
3857,18,12,61
3858,175,103,76
3859,39,26,79
3860,7,13,31
3861,146,204,177
3862,23,13,78
3863,154,75,212
3864,4,3,8
3865,14,46,35
3866,41,38,100
3867,8,6,2
3868,6,2,6
3869,7,8,10
3870,65,45,35
3871,10,2,6
3872,7,8,10
3873,211,71,99
3874,9,8,10
3875,8,42,61
3876,7,2,4
3877,174,202,87
3878,70,57,43
3879,64,23,45
3880,16,37,59
3881,6,10,5
3882,60,36,52
3883,8,55,31
3884,196,155,127
3885,57,22,60
3886,10,5,2
3887,9,20,8
3888,3,2,7
3889,122,169,123
3890,133,242,166
3891,8,3,4
3892,17,49,41
3893,10,10,2
3894,194,247,201
3895,20,20,75
3896,10,2,5
3897,211,124,231
3898,7,26,11
3899,130,82,232
3900,142,102,172
3901,8,5,9
3902,9,6,10
3903,9,3,3
3904,9,9,9
3905,10,5,4
3906,9,3,5
3907,176,186,170
3908,2,3,4
3909,5,52,41
3910,95,98,247
3911,36,25,26
3912,18,54,6
3913,42,52,22
3914,3,3,9
3915,45,7,64
3916,7,6,4
3917,3,4,2
3918,248,127,173
3919,13,28,32
3920,20,29,70
3921,8,4,6
3922,9,6,10
3923,143,117,206
3924,7,9,4
3925,18,21,58
3926,51,44,61
3927,68,35,10
3928,37,39,78
3929,10,4,10
3930,166,144,208
3931,136,152,200
3932,140,120,193
3933,201,153,90
3934,10,7,5
3935,68,44,28
3936,10,4,10
3937,59,49,17
3938,34,11,61
3939,178,201,90
3940,5,9,10
3941,11,34,45
3942,10,31,90
3943,4,6,7
3944,48,44,23
3945,72,225,169
3946,27,26,11
3947,9,5,8
3948,14,62,56
3949,134,86,194
3950,5,34,31
3951,39,10,100
3952,30,37,28
3953,8,5,8
3954,162,102,246
3955,67,20,55
3956,170,184,151
3957,50,50,6
3958,64,32,26
3959,18,44,17
3960,22,18,11
3961,69,54,59
3962,14,16,48
3963,9,10,4
3964,241,65,205
3965,9,10,9
3966,250,96,181
3967,217,181,199
3968,36,5,20
3969,57,48,48
3970,45,24,64
3971,34,38,77
3972,97,149,118
3973,11,34,68
3974,46,26,44
3975,170,203,236
3976,9,9,2
3977,35,9,55
3978,9,5,5
3979,11,20,63
3980,23,34,42
3981,241,246,216
3982,54,6,8
3983,32,26,52
3984,7,62,44
3985,9,5,7
3986,86,164,174
3987,22,19,25
3988,63,7,41
3989,38,18,88
3990,77,250,82
3991,7,45,18
3992,35,30,20
3993,42,45,19
3994,3,10,9
3995,4,2,9
3996,145,179,115
3997,30,55,47
3998,8,5,2
3999,179,143,203
4000,34,35,61
4001,236,120,175
4002,37,19,11
4003,32,21,63
4004,242,208,195
4005,229,94,181
4006,10,9,10
4007,144,239,162
4008,93,162,155
4009,15,31,17
4010,36,7,96
4011,104,236,225
4012,10,4,8
4013,73,214,144
4014,33,15,44
4015,45,23,58
4016,23,52,22
4017,203,136,145
4018,68,62,70
4019,234,123,141
4020,7,6,2
4021,188,177,231
4022,27,10,59
4023,4,2,10
4024,174,233,193
4025,131,174,230
4026,6,32,68
4027,9,2,5
4028,9,7,2
4029,28,38,70
4030,22,41,17
4031,207,235,82
4032,24,5,48
4033,133,239,208
4034,31,35,36
4035,62,31,19
4036,3,10,3
4037,33,6,28
4038,27,16,28
4039,76,96,238
4040,222,79,198
4041,192,166,101
4042,161,97,86
4043,9,7,5
4044,90,68,238
4045,33,38,49
4046,5,68,45
4047,21,50,11
4048,39,36,75
4049,20,50,49
4050,34,20,16
4051,39,22,42
4052,2,5,3
4053,53,19,22
4054,18,41,56
4055,4,10,8
4056,3,5,2
4057,33,35,45
4058,55,10,25
4059,66,31,56
4060,33,5,93
4061,9,27,82
4062,4,10,3
4063,236,146,173
4064,10,4,3
4065,90,160,107
4066,59,30,45
4067,70,206,146
4068,17,32,56
4069,39,18,25
4070,31,67,30
4071,231,208,128
4072,32,44,42
4073,141,111,236
4074,36,15,41
4075,9,6,5
4076,18,32,47
4077,3,8,3
4078,7,4,3
4079,31,9,36
4080,7,8,4
4081,10,2,10
4082,32,5,21
4083,183,148,192
4084,206,245,108
4085,23,44,49
4086,46,13,28
4087,2,8,8
4088,30,40,46
4089,18,15,14
4090,244,213,224
4091,93,200,184
4092,4,8,3
4093,169,121,221
4094,5,10,5
4095,112,191,108
4096,7,10,4
4097,10,3,5
4098,168,214,80
4099,165,126,110
4100,38,15,97
4101,95,94,110
4102,78,233,177
4103,59,32,14
4104,72,130,148
4105,42,20,29
4106,24,54,44
4107,10,3,6
4108,35,8,76
4109,21,45,93
4110,58,21,22
4111,34,20,85
4112,34,29,42
4113,13,37,28
4114,26,35,26
4115,223,189,91
4116,8,8,5
4117,58,66,14
4118,8,8,3
4119,2,2,2
4120,152,161,193
4121,52,40,49
4122,129,76,173
4123,10,9,4
4124,204,90,167
4125,40,21,46
4126,16,22,9
4127,3,10,6
4128,34,49,26
4129,17,32,57
4130,44,41,10
4131,18,43,20
4132,20,11,51
4133,192,77,120
4134,11,9,36
4135,9,13,43
4136,32,41,10
4137,122,148,190
4138,70,62,26
4139,9,4,8
4140,71,72,148
4141,230,70,213
4142,145,140,199
4143,4,2,8
4144,16,70,26
4145,34,39,9
4146,3,8,7
4147,182,138,239
4148,8,5,8
4149,12,36,31
4150,5,7,5
4151,5,4,10
4152,76,144,129
4153,68,43,63
4154,51,35,48
4155,10,7,2
4156,188,80,83
4157,200,77,75
4158,213,104,168
4159,32,26,67
4160,55,53,43
4161,61,32,5
4162,12,40,56
4163,33,28,31
4164,15,44,26
4165,25,22,81
4166,48,46,21
4167,39,28,20
4168,3,3,8
4169,29,38,47
4170,8,4,9
4171,10,6,9
4172,133,189,186
4173,64,63,26
4174,40,68,50
4175,50,23,19
4176,9,26,90
4177,50,60,40
4178,10,9,9
4179,5,43,35
4180,76,144,227
4181,35,22,71
4182,46,11,14
4183,25,60,51
4184,37,15,90
4185,3,7,9
4186,108,212,143
4187,189,135,160
4188,29,44,71
4189,38,28,2
4190,11,19,83
4191,3,8,6
4192,10,10,7
4193,7,43,2
4194,6,3,9
4195,10,9,4
4196,38,22,13
4197,41,33,23
4198,29,22,78
4199,37,7,87
4200,100,103,222
4201,3,8,9
4202,45,38,72
4203,7,6,8
4204,245,112,173
4205,58,47,9
4206,78,72,224
4207,247,188,107
4208,58,38,24
4209,4,6,9
4210,53,62,17
4211,64,20,9
4212,230,224,148
4213,7,12,19
4214,16,56,65
4215,7,8,3
4216,32,33,72
4217,102,198,202
4218,24,38,88
4219,6,44,11
4220,56,60,46
4221,14,21,13
4222,30,11,74
4223,140,110,68
4224,137,167,87
4225,17,25,8
4226,5,5,7
4227,3,10,9
4228,7,9,6
4229,7,14,97
4230,14,39,81
4231,159,250,158
4232,114,131,77
4233,33,66,64
4234,39,44,5
4235,235,245,149
4236,50,37,40
4237,33,56,62
4238,6,8,7
4239,3,2,2
4240,65,16,70
4241,35,37,6
4242,180,235,153
4243,24,62,38
4244,44,27,9
4245,77,93,205
4246,7,7,5
4247,57,44,70
4248,41,9,37
4249,13,13,98
4250,49,23,12
4251,4,9,7
4252,13,58,58
4253,29,7,60
4254,45,55,51
4255,173,107,114
4256,83,181,219
4257,32,31,20
4258,15,8,59
4259,3,7,5
4260,30,41,45
4261,38,13,77
4262,17,7,65
4263,43,10,38
4264,19,7,12
4265,6,12,77
4266,4,8,3
4267,42,27,32
4268,32,21,28
4269,19,42,41
4270,4,4,7
4271,46,20,35
4272,54,18,34
4273,18,19,94
4274,14,40,45
4275,8,8,7
4276,15,47,50
4277,23,33,58
4278,29,40,15
4279,19,39,59
4280,105,227,216
4281,12,44,62
4282,25,17,92
4283,178,234,128
4284,8,25,62
4285,2,2,10
4286,188,96,230
4287,39,15,23
4288,3,7,6
4289,90,207,135
4290,62,29,11
4291,65,65,165
4292,5,5,10
4293,7,6,6
4294,49,39,21
4295,41,37,70
4296,23,15,98
4297,62,6,32
4298,70,38,20
4299,34,42,79
4300,157,65,99
4301,3,6,9
4302,127,242,128
4303,2,3,10
4304,214,219,106
4305,7,11,60
4306,6,13,12
4307,30,17,67
4308,21,37,92
4309,8,24,24
4310,111,83,163
4311,26,31,46
4312,23,10,74
4313,30,60,62
4314,230,82,127
4315,10,8,9
4316,86,197,218
4317,9,6,2
4318,247,209,121
4319,2,2,7
4320,4,9,8
4321,177,185,202
4322,3,4,9
4323,5,67,19
4324,223,238,127
4325,39,9,65
4326,181,80,148
4327,164,200,113
4328,68,29,69
4329,4,9,7
4330,28,37,30
4331,41,16,65
4332,31,56,62
4333,22,21,59
4334,6,5,8
4335,38,38,20
4336,21,11,3
4337,5,10,7
4338,9,8,9
4339,43,52,44
4340,45,52,49
4341,181,249,120
4342,216,135,207
4343,5,49,54
4344,50,54,61
4345,7,12,62
4346,18,33,23
4347,12,22,21
4348,15,27,16
4349,61,18,37
4350,11,40,97
4351,3,10,3
4352,59,50,40
4353,65,179,131
4354,7,2,7
4355,7,9,7
4356,50,7,45
4357,10,22,40
4358,27,12,69
4359,54,5,19
4360,15,30,35
4361,4,5,4
4362,41,58,55
4363,31,19,24
4364,46,66,36
4365,8,2,6
4366,10,2,10
4367,9,34,51
4368,182,217,146
4369,65,213,204
4370,2,5,4
4371,7,7,6
4372,9,5,8
4373,32,5,5
4374,65,57,65
4375,2,6,5
4376,15,24,86
4377,43,29,51
4378,20,42,37
4379,56,33,67
4380,20,6,33
4381,50,14,29
4382,42,22,26
4383,226,138,79
4384,7,6,2
4385,30,26,18
4386,30,13,49
4387,16,28,27
4388,242,148,192
4389,240,121,92
4390,6,7,6
4391,45,52,58
4392,187,114,107
4393,3,6,8
4394,86,207,86
4395,76,121,117
4396,6,9,7
4397,4,5,10
4398,28,9,8
4399,18,40,11
4400,64,44,7
4401,7,25,88
4402,9,2,7
4403,57,38,48
4404,39,25,56
4405,68,61,31
4406,226,77,70
4407,6,3,8
4408,128,186,232
4409,43,11,87
4410,17,68,61
4411,50,20,39
4412,16,27,17
4413,69,47,23
4414,36,17,39
4415,2,2,9
4416,172,78,66
4417,37,6,3
4418,161,193,218
4419,6,2,10
4420,182,81,67
4421,241,128,219
4422,40,14,50
4423,4,9,7
4424,6,2,7
4425,38,14,88
4426,48,33,9
4427,40,13,49
4428,56,12,10
4429,5,27,60
4430,112,67,69
4431,28,62,58
4432,77,65,108
4433,57,6,18
4434,4,4,2
4435,34,36,39
4436,7,16,11
4437,7,4,2
4438,19,22,8
4439,15,21,86
4440,25,37,75
4441,200,155,222
4442,8,6,6
4443,167,116,174
4444,7,12,100
4445,37,53,60
4446,121,219,204
4447,3,7,4
4448,9,10,7
4449,245,213,153
4450,205,223,166
4451,6,6,9
4452,12,24,66
4453,6,11,83
4454,52,27,65
4455,93,138,180
4456,58,69,55
4457,2,10,8
4458,38,47,6
4459,105,213,129
4460,6,3,7
4461,32,26,20
4462,6,2,8
4463,61,50,35
4464,112,199,145
4465,41,53,55
4466,10,6,2
4467,10,10,7
4468,62,31,34
4469,5,9,8
4470,177,221,92
4471,113,135,199
4472,7,37,43
4473,7,8,5
4474,5,3,7
4475,10,10,8
4476,127,241,222
4477,190,74,96
4478,6,20,48
4479,232,176,161
4480,58,67,70
4481,10,9,9
4482,18,45,88
4483,213,74,217
4484,8,5,5
4485,9,2,4
4486,21,23,10
4487,23,20,26
4488,206,164,81
4489,228,125,66
4490,24,19,71
4491,88,169,247
4492,124,244,73
4493,45,27,65
4494,46,47,19
4495,8,25,49
4496,140,223,68
4497,8,2,2
4498,63,18,36
4499,186,68,153
4500,37,16,37
4501,5,3,4
4502,27,30,19
4503,43,12,13
4504,225,124,165
4505,245,176,179
4506,4,6,6
4507,38,32,4
4508,12,15,96
4509,236,121,101
4510,214,140,118
4511,31,41,80
4512,23,31,59
4513,5,9,6
4514,28,31,22
4515,29,24,31
4516,61,29,8
4517,96,168,187
4518,9,6,3
4519,113,203,207
4520,3,4,2
4521,70,28,66
4522,6,7,8
4523,8,2,2
4524,8,7,7
4525,67,66,10
4526,35,13,65
4527,18,44,23
4528,24,9,82
4529,36,38,62
4530,5,11,86
4531,2,5,2
4532,13,34,27
4533,244,236,230
4534,10,4,9
4535,144,171,217
4536,52,37,23
4537,65,28,9
4538,38,9,55
4539,8,2,10
4540,148,144,90
4541,167,247,148
4542,37,37,56
4543,170,161,219
4544,7,5,3
4545,15,19,13
4546,36,44,94
4547,2,4,10
4548,8,4,4
4549,61,43,59
4550,123,161,99
4551,26,44,55
4552,9,10,7
4553,4,7,9
4554,22,9,50
4555,62,29,61
4556,7,25,40
4557,178,202,175
4558,61,65,15
4559,60,7,40
4560,78,225,214
4561,152,116,234
4562,35,30,99
4563,29,15,57
4564,36,44,66
4565,17,15,4
4566,3,4,4
4567,7,57,27
4568,6,6,7
4569,7,7,8
4570,2,4,4
4571,35,14,74
4572,206,134,226
4573,43,63,60
4574,29,19,11
4575,2,9,7
4576,128,129,236
4577,120,85,92
4578,5,5,37
4579,185,151,236
4580,40,44,19
4581,92,131,135
4582,3,9,9
4583,8,3,8
4584,129,199,143
4585,10,6,10
4586,14,25,51
4587,34,42,75
4588,36,10,60
4589,196,199,122
4590,45,32,20
4591,33,61,12
4592,64,23,45
4593,50,54,42
4594,4,6,7
4595,5,44,49
4596,11,24,61
4597,2,4,3
4598,55,25,45
4599,6,10,7
4600,9,2,6
4601,6,10,8
4602,23,38,12
4603,30,28,42
4604,32,6,56
4605,8,9,2
4606,2,3,6
4607,46,15,34
4608,52,68,59
4609,11,42,58
4610,44,26,35
4611,89,184,99
4612,136,244,114
4613,2,5,10
4614,9,6,7
4615,83,100,106
4616,31,5,39
4617,56,6,40
4618,31,24,56
4619,4,8,9
4620,190,127,206
4621,27,42,23
4622,9,4,2
4623,9,2,6
4624,184,198,229
4625,158,103,111
4626,3,7,2
4627,5,7,3
4628,6,2,6
4629,40,56,39
4630,96,95,167
4631,2,5,9
4632,45,59,14
4633,21,18,20
4634,192,132,186
4635,244,80,208
4636,10,4,7
4637,39,27,58
4638,29,35,95
4639,6,4,7
4640,113,172,136
4641,56,43,59
4642,6,6,7
4643,41,43,69
4644,25,69,26
4645,86,236,124
4646,114,211,102
4647,53,16,67
4648,4,7,5
4649,35,22,65
4650,145,224,87
4651,22,12,22
4652,25,41,28
4653,74,182,154
4654,215,113,126
4655,7,10,2
4656,4,9,6
4657,196,181,160
4658,248,74,235
4659,4,10,3
4660,14,30,43
4661,9,23,95
4662,85,149,217
4663,240,187,240
4664,96,197,220
4665,241,141,245
4666,43,5,21
4667,6,15,19
4668,6,3,8
4669,9,5,8
4670,53,54,31
4671,80,225,186
4672,46,25,60
4673,7,6,8
4674,19,12,77
4675,2,10,7
4676,36,31,27
4677,34,37,87
4678,20,37,99
4679,9,27,59
4680,5,8,2
4681,17,14,10
4682,39,43,47
4683,2,7,8
4684,23,20,7
4685,5,28,60
4686,63,29,33
4687,7,5,7
4688,9,6,2
4689,125,217,236
4690,16,38,44
4691,18,29,70
4692,12,34,13
4693,7,6,9
4694,31,28,48
4695,81,229,123
4696,88,204,176
4697,169,73,97
4698,4,9,4
4699,4,10,9
4700,18,23,47
4701,6,38,65
4702,126,111,164
4703,9,10,6
4704,10,38,43
4705,24,11,95
4706,14,19,93
4707,34,67,6
4708,10,3,4
4709,37,42,12
4710,31,35,29
4711,15,31,74
4712,130,126,124
4713,4,6,3
4714,221,72,124
4715,24,16,22
4716,28,32,14
4717,7,10,5
4718,70,41,16
4719,156,215,229
4720,32,41,81
4721,24,29,58
4722,4,9,6
4723,6,7,9
4724,9,3,5
4725,95,204,239
4726,2,10,6
4727,29,5,7
4728,35,34,11
4729,21,10,78
4730,26,43,62
4731,2,6,9
4732,128,235,218
4733,30,10,50
4734,16,16,92
4735,37,5,39
4736,229,211,70
4737,2,2,8
4738,34,23,9
4739,2,7,5
4740,42,32,59
4741,8,10,19
4742,101,123,176
4743,31,35,16
4744,186,134,239
4745,38,5,53
4746,15,8,79
4747,15,20,64
4748,128,203,241
4749,13,31,92
4750,139,70,165
4751,3,7,4
4752,9,8,2
4753,74,224,209
4754,234,186,223
4755,138,95,206
4756,207,240,216
4757,21,38,20
4758,18,35,25
4759,10,5,5
4760,207,130,211
4761,178,158,220
4762,39,34,93
4763,183,238,232
4764,135,97,171
4765,9,2,8
4766,65,10,20
4767,21,45,90
